alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,lp_mean_%,lp_med_%,rt_mean_%,rt_cap_growth_%,premium_over_fv_mean,viable
0.1,0.2,0.26,0.1,0.15,0.8,-0.2887666115302954,1.2588282937822035,0.14975946970180543,15.8620107775157,0.844755353126529,False
0.1,0.2,0.26,0.22,0.05,0.6,0.017766435089068087,1.5002057899169736,0.14557934345459797,15.38818992658224,0.8643441276865914,True
0.1,0.2,0.26,0.22,0.05,0.7,0.21947782168529237,1.5056822534613035,0.1453397951737872,15.350073353138626,0.8375407198000626,True
0.1,0.2,0.26,0.22,0.05,0.8,-0.11251944591036378,1.5056822534613035,0.13943619980941563,14.730471011060464,0.8378956813114916,False
0.1,0.2,0.26,0.22,0.08,0.6,-0.14764493068245307,1.3956587170056325,0.14842022607112246,15.865067429466585,0.8448641498312168,False
0.1,0.2,0.26,0.22,0.08,0.7,-0.134396256918532,1.4543753712834973,0.14857964983194843,15.822318367164389,0.8366146562585812,False
0.1,0.2,0.26,0.22,0.08,0.8,-0.16792129005432288,1.379517041849589,0.14295802371096805,15.169875043564552,0.8554919238585244,False
0.1,0.2,0.26,0.22,0.12,0.6,-0.17492836224742964,1.291214482106693,0.15297490306660566,16.283161780056243,0.8628710519251266,False
0.1,0.2,0.26,0.22,0.12,0.7,-0.2465017255402083,1.2416587170056326,0.15120151857815942,16.018860171470052,0.8471177622816516,False
0.1,0.2,0.26,0.22,0.12,0.8,-0.29842552196158073,1.2307057899169749,0.14831039447854952,15.889058917251475,0.8643121362929019,False
0.1,0.2,0.26,0.22,0.15,0.6,-0.27992839898936456,1.1261587170056322,0.14943423919878676,15.944070784761234,0.8463957738615815,False
0.1,0.2,0.26,0.22,0.15,0.7,-0.1762218736543689,1.175714482106693,0.15317930963756218,16.31413311846204,0.8295464669924171,False
0.1,0.2,0.26,0.22,0.15,0.8,-0.25302992114152667,1.1224008657414877,0.15077080562572226,16.027642409637366,0.8279545307809442,False
0.1,0.2,0.26,0.34,0.05,0.6,-0.12137215806561671,1.342436682144889,0.14358144485147517,15.264329042791092,0.8196657506901666,False
0.1,0.2,0.26,0.34,0.05,0.7,-0.09504971038139641,1.4620170418495826,0.14253120271173483,15.09250489534737,0.8726851733875004,False
0.1,0.2,0.26,0.34,0.05,0.8,0.005961810518185784,1.5295362604603016,0.14451806183326943,15.318802819667932,0.8464372331482373,True
