lp_mean_%,lp_med_%,rt_mean_%,rt_p5_%,m_vol_mean,m_amm_mean,imbalance_mean,imbalance_p95,alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,strict_feasible,robust_feasible,score
0.45733322957265843,0.4626726475624783,0.004007957575951983,-0.03386413145711603,1.1538316481975859,0.75,-0.9970970190096902,-0.9945399814724093,0.1,0.4,0.3,0.2,0.1,0.6,True,True,-0.05140287391904558
0.4536718923644013,0.745438016154793,0.0018774536043018903,-0.026565710670076702,1.1655153603817057,0.75,-0.997889618941347,-0.9961271869131385,0.1,0.2,0.3,0.2,0.1,0.6,True,True,-0.05470144757846712
0.43792383696984155,0.5128997669595124,0.008674661604195718,-0.015765655917208587,1.45605601430603,0.75,-0.9981237715160507,-0.9962583407761215,0.3,0.4,0.3,0.1,0.1,0.6,True,True,-0.05797283147200699
0.44967459952853633,1.1221385480635497,0.002243221408305961,-0.0289987800637872,1.1528886076467473,0.75,-0.9978283203869456,-0.9961457105354892,0.1,0.4,0.3,0.2,0.15,0.6,True,True,-0.059233046807011414
0.45333699976439423,0.6847806405426207,-0.0016157227312952344,-0.03524152155428324,1.1490655920713322,0.75,-0.9979506605443736,-0.9954314298882683,0.1,0.4,0.2,0.2,0.05,0.6,False,False,-0.06269847613487334
0.4345218826501866,0.43663022645703553,0.005362467413891665,-0.020484689667250876,1.3315760326988495,0.75,-0.9984477585465683,-0.9973895244556971,0.2,0.4,0.1,0.2,0.1,0.8,True,True,-0.06723703232004374
0.4352559779171199,1.0520073219484898,0.007154746805885788,-0.02841642538365272,1.1904621968017057,0.75,-0.9970392456255772,-0.9957846819946168,0.1,0.2,0.1,0.2,0.15,0.6,True,True,-0.06752489606927825
0.17295159964658727,0.3634589988643995,0.01194702888776959,-0.02125186707506727,1.509338044275838,0.8006709332425018,-0.9977616990296009,-0.9966686425659901,0.3,0.2,0.1,0.1,0.1,0.7,True,True,-0.06785804630560704
0.4383866805089427,0.7298855327083067,0.0018173094954009631,-0.02178549956697663,1.1658142133233573,0.75,-0.9984360931279291,-0.9971251037522326,0.1,0.3,0.2,0.1,0.1,0.8,True,True,-0.06814674792336683
0.42525818531526405,0.44396603931122475,0.009041441789767636,-0.028258643397372617,1.3069190160861024,0.75,-0.9975955013036033,-0.9957201321535379,0.2,0.3,0.3,0.2,0.1,0.8,True,True,-0.07519554189596384
